from to distance betweenness top10
11737 11957 12.74017 36524.0 361
11738 11871 10.050945 36524.0 361
11740 11786 30.493097 36524.0 361
11756 11999 8.906637 36524.0 361
11764 13935 19.297363 36524.0 361
12456 12704 8.299561 36524.0 361
11769 13457 57.210201 36524.0 361
12072 12238 5.57959 36524.0 361
11794 14256 10.229653 36524.0 361
11795 17226 53.77866 36524.0 361
12024 13322 100.33625 36524.0 361
11848 12588 260.135498 36524.0 361
14153 17948 12.379648 36524.0 361
11856 13383 0.389904 36524.0 361
11868 13368 12.076385 36524.0 361
11881 14460 149.506271 36524.0 361
11884 11885 19.799805 36524.0 361
11887 17887 76.682861 36524.0 361
11890 11969 13.988582 36524.0 361
14741 17600 13.479358 36524.0 361
11908 12685 120.233154 36524.0 361
11913 17992 20.008039 36524.0 361
11922 14299 12.462102 36524.0 361
11926 11969 2.065298 36524.0 361
12228 12397 13.401327 36524.0 361
11947 12147 7.138469 36524.0 361
12147 12148 6.092285 36524.0 361
12239 12322 11.020403 36524.0 361
11975 13006 61.173954 36524.0 361
11979 16423 13.496803 36524.0 361
11981 14939 23.803598 36524.0 361
11987 12360 13.953883 36524.0 361
12117 14466 16.978933 36524.0 361
12010 14909 0.986154 36524.0 361
12012 12052 141.651886 36524.0 361
12021 12143 4.453089 36524.0 361
12229 12230 13.70752 36524.0 361
12043 14356 77.247131 36524.0 361
12070 15560 17.586088 36524.0 361
12077 12409 11.396484 36524.0 361
12078 12480 46.319214 36524.0 361
12083 17714 1.781982 36524.0 361
12090 13737 17.903292 36524.0 361
12098 12713 20.978449 36524.0 361
12913 12914 6.092285 36524.0 361
12708 12784 3.178202 36524.0 361
13444 13445 15.230957 36524.0 361
13444 13446 12.18457 36524.0 361
12181 12182 10.661621 36524.0 361
12960 12962 7.615234 36524.0 361
13217 16723 118.00576 36524.0 361
12401 12919 39.445805 36524.0 361
13646 14092 14.604492 36524.0 361
12195 15512 6.341158 36524.0 361
12197 12268 4.13061 36524.0 361
12206 12866 22.875977 36524.0 361
12209 16678 34.870075 36524.0 361
12299 12351 82.257446 36524.0 361
12232 16076 0.838442 36524.0 361
12236 16173 2.643185 36524.0 361
12478 12809 14.423493 36524.0 361
12262 13375 37.661987 36524.0 361
12269 14292 33.91864 36524.0 361
12298 12350 120.330109 36524.0 361
12304 12465 152.408813 36524.0 361
12304 15499 90.704994 36524.0 361
12312 13226 4.310081 36524.0 361
12331 12442 6.195743 36524.0 361
12333 13159 60.166302 36524.0 361
15325 15828 283.705261 36524.0 361
12345 12390 15.294179 36524.0 361
12346 12592 8.506579 36524.0 361
12347 14676 76.55793 36524.0 361
12355 14219 15.140852 36524.0 361
12474 12728 8.906345 36524.0 361
12384 13120 25.154072 36524.0 361
12404 12526 8.689427 36524.0 361
12405 13026 26.793455 36524.0 361
12984 12985 19.799805 36524.0 361
12429 13659 1.0877 36524.0 361
12431 17841 108.531654 36524.0 361
12447 12609 5.425781 36524.0 361
12459 12504 19.848886 36524.0 361
12460 12461 9.138428 36524.0 361
12472 12684 7.138469 36524.0 361
12645 12976 17.675348 36524.0 361
12497 12698 6.597656 36524.0 361
12521 12561 153.835907 36524.0 361
12811 12977 7.211652 36524.0 361
12535 12989 16.508986 36524.0 361
12560 12871 11.567531 36524.0 361
12575 12697 15.795167 36524.0 361
12577 12947 12.972412 36524.0 361
12579 18213 45.9599 36524.0 361
12610 12887 9.76416 36524.0 361
12624 12663 12.264169 36524.0 361
12636 12822 6.597656 36524.0 361
12924 13145 10.326713 36524.0 361
12651 17163 51.597073 36524.0 361
12664 17310 21.853327 36524.0 361
13014 13137 4.185059 36524.0 361
12686 15308 32.409763 36524.0 361
12689 16437 112.742424 36524.0 361
12712 12713 21.322754 36524.0 361
13062 13460 13.94873 36524.0 361
12750 16689 47.242275 36524.0 361
12751 16696 42.862854 36524.0 361
12788 14009 44.388966 36524.0 361
12790 12791 19.799805 36524.0 361
12793 14473 54.421703 36524.0 361
15231 16143 27.897705 36524.0 361
12804 18259 25.602053 36524.0 361
12829 12903 8.110393 36524.0 361
12840 16093 148.53418 36524.0 361
12877 13774 31.725817 36524.0 361
12878 13026 11.44843 36524.0 361
12889 13341 17.858934 36524.0 361
12900 18247 177.890656 36524.0 361
14211 14338 8.689213 36524.0 361
12926 13989 34.87207 36524.0 361
12944 17316 17.366274 36524.0 361
13593 13792 7.610569 36524.0 361
13634 13759 4.184814 36524.0 361
12970 17792 211.374329 36524.0 361
12981 13429 17.858934 36524.0 361
12986 18007 6.966469 36524.0 361
13017 14429 46.042282 36524.0 361
13032 14781 55.864616 36524.0 361
13035 17834 20.76298 36524.0 361
13038 13394 12.645752 36524.0 361
13281 13451 9.440727 36524.0 361
13681 13760 3.178416 36524.0 361
13078 13889 7.570431 36524.0 361
13085 14557 11.907414 36524.0 361
13103 13300 88.430786 36524.0 361
13191 17217 125.576508 36524.0 361
13150 16395 22.214689 36524.0 361
13185 13332 8.261221 36524.0 361
13204 13816 82.16642 36524.0 361
13209 14559 43.668518 36524.0 361
13229 16172 49.089962 36524.0 361
13232 13267 28.971594 36524.0 361
13234 16282 30.80127 36524.0 361
13256 15113 57.271023 36524.0 361
13580 13581 16.753906 36524.0 361
13279 15704 1.443305 36524.0 361
13452 13722 10.351593 36524.0 361
13284 13573 9.039062 36524.0 361
13290 17897 20.683727 36524.0 361
15054 16271 39.142044 36524.0 361
13329 17674 28.98218 36524.0 361
13330 13515 5.57959 36524.0 361
13468 13653 5.783465 36524.0 361
13348 13396 146.220764 36524.0 361
13403 18189 115.436539 36524.0 361
13404 13900 16.487549 36524.0 361
13416 16329 12.786121 36524.0 361
13431 14222 25.154055 36524.0 361
13449 17163 35.02404 36524.0 361
13458 13459 70.060547 36524.0 361
13472 13918 14.785645 36524.0 361
13475 15263 4.847404 36524.0 361
13484 13529 1.394531 36524.0 361
13497 13546 6.249961 36524.0 361
13516 13736 7.13876 36524.0 361
13526 14357 26.50293 36524.0 361
13528 13582 22.888742 36524.0 361
13540 13711 5.783765 36524.0 361
13548 13549 9.138428 36524.0 361
13552 16917 4.059195 36524.0 361
13848 13850 16.753906 36524.0 361
13849 13851 22.845703 36524.0 361
13592 13933 11.717285 36524.0 361
13600 17554 7.202008 36524.0 361
15279 18206 11.973026 36524.0 361
13614 13741 14.332017 36524.0 361
13615 16058 38.330345 36524.0 361
13631 14572 22.806112 36524.0 361
13635 13724 3.178533 36524.0 361
13636 13726 114.263557 36524.0 361
13648 13693 42.66856 36524.0 361
13648 16905 113.702309 36524.0 361
13658 17061 107.387192 36524.0 361
13678 14839 9.573092 36524.0 361
13680 14043 12.344727 36524.0 361
13686 13965 14.456783 36524.0 361
13934 16863 89.272705 36524.0 361
15026 18104 15.88706 36524.0 361
14146 14147 9.138428 36524.0 361
13717 17544 1.768402 36524.0 361
13735 13937 25.347588 36524.0 361
15430 16702 61.266682 36524.0 361
13747 14279 16.738647 36524.0 361
13765 14072 27.671991 36524.0 361
13768 16828 10.391932 36524.0 361
13771 13847 3.85366 36524.0 361
14123 14182 9.244051 36524.0 361
13795 13796 172.106201 36524.0 361
14178 14347 13.401531 36524.0 361
13841 13987 14.332088 36524.0 361
13890 14118 31.249405 36524.0 361
13913 13914 15.230469 36524.0 361
14317 14457 7.390646 36524.0 361
13957 18016 27.481104 36524.0 361
13958 14414 47.774132 36524.0 361
14031 14117 12.499868 36524.0 361
13986 14221 8.337768 36524.0 361
14184 14185 15.230469 36524.0 361
13990 14886 26.50293 36524.0 361
13998 16742 7.462925 36524.0 361
14022 17008 20.681156 36524.0 361
14254 14435 7.211841 36524.0 361
14032 14304 9.535482 36524.0 361
14034 14310 8.369385 36524.0 361
14310 14486 5.57959 36524.0 361
14046 14095 15.294179 36524.0 361
14503 14504 15.230713 36524.0 361
14291 14330 9.244051 36524.0 361
14108 14383 8.50706 36524.0 361
14078 14261 23.517658 36524.0 361
14090 14136 16.811884 36524.0 361
14361 14405 9.244534 36524.0 361
14106 17694 37.625748 36524.0 361
14165 14426 8.506666 36524.0 361
14111 16934 42.823681 36524.0 361
14116 15060 30.442303 36524.0 361
14154 14205 19.849113 36524.0 361
14157 14158 30.461426 36524.0 361
14388 14430 19.848879 36524.0 361
15151 15198 7.741955 36524.0 361
14183 14448 8.369141 36524.0 361
14449 14451 18.276855 36524.0 324
14202 15223 2.834973 36524.0 324
14217 14440 29.766811 36524.0 324
14231 15860 11.850132 36524.0 324
14259 14260 10.661133 36524.0 324
14553 14669 8.110393 36524.0 324
14307 14726 26.068184 36524.0 324
14315 14500 5.956055 36524.0 324
14343 14393 53.325611 36524.0 324
14385 14397 13.713905 36524.0 324
14422 14559 32.256981 36524.0 324
14427 14823 11.567531 36524.0 324
14433 14879 56.248959 36524.0 324
14519 14772 7.13905 36524.0 324
14687 15066 21.413849 36524.0 324
14812 14968 21.729485 36524.0 324
14483 14631 26.228056 36524.0 324
14916 14917 10.661621 36524.0 324
14916 14918 13.70752 36524.0 324
14527 14698 4.453319 36524.0 324
14551 15085 15.419146 36524.0 324
14552 14711 4.453173 36524.0 324
14869 15640 51.478752 36524.0 324
14722 14771 10.7525 36524.0 324
14608 14967 9.882254 36524.0 324
14616 15097 16.676212 36524.0 324
15097 15144 18.329979 36524.0 324
14618 15315 38.024117 36524.0 324
14625 15134 14.771973 36524.0 324
14897 14899 27.415527 36524.0 324
14900 14901 19.799805 36524.0 324
14796 16927 65.559631 36524.0 324
14679 14766 15.483823 36524.0 324
14689 15001 8.906262 36524.0 324
14699 14736 18.329998 36524.0 324
15011 15115 6.196005 36524.0 324
14761 14764 132.506836 36524.0 324
14818 15646 72.274437 36524.0 324
14818 18116 69.798744 36524.0 324
15766 15930 11.453597 36524.0 324
14827 17406 211.99173 36524.0 324
15107 15158 21.368584 36524.0 324
14834 15108 8.492888 36524.0 324
14837 17294 12.34041 36524.0 324
14841 14896 7.742414 36524.0 324
14844 14902 16.811884 36524.0 324
14847 15806 30.266413 36524.0 324
14849 14907 38.102207 36524.0 324
14860 15400 30.831453 36524.0 324
15166 15214 27.450996 36524.0 324
15267 15268 16.753906 36524.0 324
14914 14961 65.506554 36524.0 324
15175 15229 7.742152 36524.0 324
14938 15202 8.506579 36524.0 324
14994 15156 5.783701 36524.0 324
14963 15296 10.322266 36524.0 324
14981 15410 59.533623 36524.0 324
14983 18105 15.865419 36524.0 324
15152 15199 7.741955 36524.0 324
15421 15472 12.263898 36524.0 324
15035 15109 138.627197 36524.0 324
15042 15810 23.713013 36524.0 324
15068 15737 36.955135 36524.0 324
15069 16020 29.919409 36524.0 324
15862 15863 70.060791 36524.0 324
15095 18179 57.240578 36524.0 324
15149 15150 143.168213 36524.0 324
15149 17208 71.028519 36524.0 324
15136 15633 15.643198 36524.0 324
15138 15436 9.583008 36524.0 324
15524 15525 7.615479 36524.0 324
15447 15558 8.110164 36524.0 324
15346 16485 11.027792 36524.0 324
15209 15211 25.892094 36524.0 324
15210 17173 61.450558 36524.0 324
15540 15542 18.276855 36524.0 324
15215 17038 266.649231 36524.0 324
15636 15637 50.260986 36524.0 324
15285 16410 34.872314 36524.0 324
15241 15590 0.154066 36524.0 324
15247 15895 58.20435 36524.0 324
15260 16934 58.257214 36524.0 324
15543 15544 13.70752 36524.0 324
15314 15388 2.790039 36524.0 324
15272 15389 4.18457 36524.0 324
15272 15433 10.706924 36524.0 324
15295 15340 7.741955 36524.0 324
15301 15422 4.366211 36524.0 324
15303 15418 53.47113 36524.0 324
15418 16869 44.636353 36524.0 324
15324 15674 44.0816 36524.0 324
15332 15361 127.945107 36524.0 324
15416 15603 24.999737 36524.0 324
15356 15537 5.57959 36524.0 324
15377 16272 50.531548 36524.0 324
15672 15673 7.615234 36524.0 324
15399 17924 86.230637 36524.0 324
15411 17548 6.405824 36524.0 324
15795 15796 12.184326 36524.0 324
15865 15981 4.453371 36524.0 324
15448 15449 24.369141 36524.0 324
15458 15850 57.447769 36524.0 324
15467 15737 73.584671 36524.0 324
15797 15798 22.845947 36524.0 324
15496 15666 26.486452 36524.0 324
15735 15945 10.706924 36524.0 324
15793 15794 9.138428 36524.0 324
15799 15800 12.18457 36524.0 324
15533 16112 18.700262 36524.0 324
16112 16820 22.52507 36524.0 324
15869 15912 18.330017 36524.0 324
15870 15871 15.230469 36524.0 324
15924 16230 10.780429 36524.0 324
15565 15996 13.516602 36524.0 324
15580 15992 12.888672 36524.0 324
15620 16216 18.197182 36524.0 324
16216 16383 5.57959 36524.0 324
15901 16246 21.414265 36524.0 324
15688 15764 11.020577 36524.0 324
15702 18028 19.308027 36524.0 324
15708 16963 30.767885 36524.0 324
16029 16174 10.050723 36524.0 324
15723 15926 7.211841 36524.0 324
15727 16806 33.615376 36524.0 324
15732 16413 20.421143 36524.0 324
15733 15975 34.225945 36524.0 324
16634 16635 13.70752 36524.0 324
15782 15846 67.029411 36524.0 324
15783 15847 9.244534 36524.0 324
15805 16120 9.76416 36524.0 324
15833 15889 18.329998 36524.0 324
15849 15893 6.249853 36524.0 324
15856 16324 16.009668 36524.0 324
16110 16111 22.845947 36524.0 324
15864 15865 15.230469 36524.0 324
16188 16231 6.249669 36524.0 324
16289 16491 5.57959 36524.0 324
16049 16353 10.780326 36524.0 324
17234 17297 22.888742 36524.0 324
15974 16765 7.874898 36524.0 324
16284 16285 10.661133 36524.0 324
16190 16355 17.658573 36524.0 324
16008 16501 40.746861 36524.0 324
16009 16064 27.450502 36524.0 324
16013 16095 9.555014 36524.0 324
16043 16082 6.249961 36524.0 324
16451 16802 12.058353 36524.0 324
16060 16273 7.61089 36524.0 324
16085 16188 15.484107 36524.0 324
16089 16721 19.587736 36524.0 324
16097 16159 7.741911 36524.0 324
16103 16247 14.332322 36524.0 324
16123 16178 16.811884 36524.0 324
16149 16636 15.34375 36524.0 324
16150 16682 16.738647 36524.0 324
16431 16479 16.811884 36524.0 324
16433 16523 5.353462 36524.0 324
16175 16249 13.988533 36524.0 324
16181 16342 5.783701 36524.0 324
16505 16547 6.249907 36524.0 324
16189 18066 58.584961 36524.0 324
16823 16824 7.615234 36524.0 324
16334 16487 4.185059 36524.0 324
16233 16858 88.31144 36524.0 324
16261 16362 57.069401 36524.0 324
16666 17402 16.580181 36524.0 324
16290 16440 4.184692 36524.0 324
16292 16441 4.453371 36524.0 324
16537 16576 6.249907 36524.0 324
16445 16619 5.78383 36524.0 324
16371 16561 6.357067 36524.0 324
16658 16659 6.092285 36524.0 324
16951 17108 7.211841 36524.0 324
16522 16568 24.409037 36524.0 324
16452 16505 10.752257 36524.0 324
16459 17245 25.154055 36524.0 324
16584 17009 14.678076 36524.0 324
16507 17508 183.862579 36524.0 324
16530 17991 60.720715 36524.0 324
16603 17775 1.349291 36524.0 324
16633 18199 1.188314 36524.0 324
16640 16830 6.067871 36524.0 324
16650 16852 6.192871 36524.0 324
16706 16880 5.57959 36524.0 324
17047 17190 14.332017 36524.0 324
16716 16754 7.741955 36524.0 324
16724 17548 11.79271 36524.0 324
16735 16736 35.030762 36524.0 324
16763 16861 11.020515 36524.0 324
16894 17487 29.16818 36524.0 324
17487 17838 12.7139 36524.0 324
16976 17696 6.762439 36524.0 324
17023 17533 49.935921 36524.0 324
17391 17529 14.332017 36524.0 324
17048 17093 9.244051 36524.0 324
17080 18089 30.725267 36524.0 324
17110 18233 14.528749 36524.0 324
17137 17298 7.391048 36524.0 324
17194 17572 3.061523 36524.0 324
17233 17615 51.485077 36524.0 324
17265 17367 8.110142 36524.0 324
17307 17395 27.556595 36524.0 324
17312 17777 15.220942 36524.0 324
17317 17502 6.357067 36524.0 324
17341 17677 40.785633 36524.0 324
17478 17558 4.550438 36524.0 324
17496 17686 6.356638 36524.0 324
17541 17941 13.359726 36524.0 324
17583 17778 6.357067 36524.0 324
17590 17649 7.741955 36524.0 324
17641 17685 10.751952 36524.0 324
17803 18102 52.696682 36524.0 324
17804 17805 111.183594 36524.0 324
17822 17910 92.948624 36524.0 324
17849 18019 5.783701 36524.0 324
17928 18099 5.57959 36524.0 324
17962 18053 13.988484 36524.0 324
18112 18211 3.178202 36524.0 324
0 3647 14.796446 36524.0 324
0 7388 1.410871 36524.0 324
40 9100 0.753967 36524.0 324
50 293 8.337564 36524.0 324
63 5695 45.771477 36524.0 324
89 3051 68.84317 36524.0 324
100 4521 1.383784 36524.0 324
100 10210 0.336161 36524.0 324
113 10917 10.640616 36524.0 324
132 7322 67.030029 36524.0 324
184 2059 9.226341 36524.0 324
189 15623 6.883802 36524.0 324
216 1854 0.410561 36524.0 324
270 7991 22.078539 36524.0 324
10995 14932 12.064824 36524.0 324
334 10320 14.286789 36524.0 324
342 13170 5.102509 36524.0 324
397 477 13.988484 36524.0 324
415 13092 2.270916 36524.0 324
470 14871 22.378496 36524.0 289
3709 12314 15.470976 36524.0 289
12567 15349 8.129638 36524.0 289
473 11071 31.822126 36524.0 289
505 691 5.579468 36524.0 289
533 8639 23.715231 36524.0 289
5563 16351 38.020309 36524.0 289
1714 2851 14.075398 36524.0 289
13584 13667 8.110622 36524.0 289
577 11088 22.672468 36524.0 289
612 16449 59.909145 36524.0 289
620 11658 7.142471 36524.0 289
13434 13435 19.799805 36524.0 289
8905 17368 3.614171 36524.0 289
3512 3923 90.733521 36524.0 289
912 12632 22.939621 36524.0 289
14747 14859 85.336662 36524.0 289
17995 18013 0.78125 36524.0 289
1068 1482 12.058446 36524.0 289
1181 8933 8.791038 36524.0 289
3004 3429 16.26738 36524.0 289
14607 14864 7.138946 36524.0 289
4935 11361 14.554908 36524.0 289
1214 13985 8.213115 36524.0 289
1300 12399 25.944752 36524.0 289
5883 15624 5.610968 36524.0 289
1379 7948 7.255729 36524.0 289
1413 6942 13.059709 36524.0 289
10789 15444 26.213152 36524.0 289
6806 8342 14.180516 36524.0 289
12565 14175 56.583012 36524.0 289
1478 2170 23.308594 36524.0 289
1489 12674 28.694183 36524.0 289
1501 17218 28.86397 36524.0 289
10367 13339 59.555328 36524.0 289
1549 4153 12.322989 36524.0 289
1549 17420 23.15255 36524.0 289
1595 13518 6.629493 36524.0 289
1596 17195 8.305395 36524.0 289
1614 13361 5.632669 36524.0 289
1643 1798 6.35695 36524.0 289
1694 14262 14.913316 36524.0 289
1737 5695 40.439808 36524.0 289
1852 14132 26.257568 36524.0 289
1862 2408 42.479996 36524.0 289
1887 1925 60.93882 36524.0 289
1887 16773 101.9291 36524.0 289
11046 18048 15.850647 36524.0 289
1922 5892 82.315468 36524.0 289
5892 13663 21.38644 36524.0 289
1926 2188 11.315405 36524.0 289
1929 7936 1.383658 36524.0 289
1950 15098 34.251244 36524.0 289
2141 2235 13.988533 36524.0 289
6706 15047 15.09375 36524.0 289
2256 2406 16.220556 36524.0 289
2406 12817 6.015192 36524.0 289
2261 17577 13.172885 36524.0 289
2281 5657 1.270361 36524.0 289
2285 13921 15.321878 36524.0 289
2312 8261 6.102495 36524.0 289
11766 13194 11.850132 36524.0 289
2386 10186 7.810483 36524.0 289
2423 7693 79.918243 36524.0 289
2451 15270 10.775991 36524.0 289
7390 13947 16.119333 36524.0 289
2464 11260 6.328937 36524.0 289
2479 4107 52.053154 36524.0 289
2486 8378 90.945595 36524.0 289
2486 14082 594.916321 36524.0 289
12055 13510 89.875603 36524.0 289
2508 15194 23.196997 36524.0 289
2892 3082 5.783701 36524.0 289
2583 4921 10.199913 36524.0 289
2706 14089 6.49931 36524.0 289
2750 14458 32.0821 36524.0 289
2873 7067 12.308435 36524.0 289
3308 3309 10.661621 36524.0 289
2914 3098 24.999737 36524.0 289
3060 9540 5.119669 36524.0 289
2930 12396 9.721293 36524.0 289
2949 4183 12.363181 36524.0 289
2996 9559 8.798599 36524.0 289
3025 13896 12.785353 36524.0 289
8915 13252 19.906218 36524.0 289
3284 3540 7.610247 36524.0 289
3299 3361 38.1022 36524.0 289
16818 18015 37.226696 36524.0 289
3317 3849 15.34375 36524.0 289
3375 4174 23.907833 36524.0 289
3340 4913 14.179688 36524.0 289
3341 7874 4.464291 36524.0 289
11964 13008 13.740479 36524.0 289
3470 3667 13.401327 36524.0 289
13414 15950 16.323677 36524.0 289
3562 18069 13.757063 36524.0 289
3585 3723 4.184692 36524.0 289
3695 4261 28.905712 36524.0 289
7293 10133 82.312431 36524.0 289
3704 9450 95.709389 36524.0 289
3753 5251 17.18609 36524.0 289
5344 13473 13.727488 36524.0 289
3765 3902 15.795102 36524.0 289
4504 4771 7.138946 36524.0 289
3839 4062 6.974365 36524.0 289
3908 4195 8.5067 36524.0 289
3913 13655 166.166122 36524.0 289
3970 6471 11.182484 36524.0 289
4019 11140 26.509232 36524.0 289
4055 5247 3.306049 36524.0 289
4779 6003 37.678741 36524.0 289
4080 8958 109.693886 36524.0 289
4640 7437 43.53828 36524.0 289
4171 4355 5.783701 36524.0 289
4223 5539 10.993949 36524.0 289
4374 16056 0.16685 36524.0 289
4312 4476 4.453256 36524.0 289
4314 15193 101.882736 36524.0 289
4354 15768 7.337781 36524.0 289
4371 17840 42.159607 36524.0 289
14790 15182 11.717041 36524.0 289
4412 13361 14.843936 36524.0 289
4421 4569 4.453089 36524.0 289
4428 15705 125.031052 36524.0 289
4583 14870 7.66024 36524.0 289
4607 7595 52.768555 36524.0 289
8448 8848 10.475586 36524.0 289
17464 17787 3.393742 36524.0 289
4831 5965 39.373878 36524.0 289
4847 17577 27.77729 36524.0 289
4871 17952 12.657091 36524.0 289
4882 15969 9.191048 36524.0 289
9021 9309 16.08239 36524.0 289
8210 10715 7.204173 36524.0 289
8111 9053 18.667765 36524.0 289
4891 15495 8.489884 36524.0 289
7779 16311 13.48943 36524.0 289
4930 12807 10.655152 36524.0 289
4960 14937 39.868706 36524.0 289
7095 14920 11.359955 36524.0 289
4997 17089 120.914162 36524.0 289
5014 15682 11.290481 36524.0 289
5236 13956 9.809719 36524.0 289
5972 6256 8.906434 36524.0 289
5103 5306 6.974365 36524.0 289
5619 5888 8.906293 36524.0 289
5141 8503 1.200078 36524.0 289
5182 16764 53.400669 36524.0 289
5206 5238 4.777507 36524.0 289
5218 11974 39.508301 36524.0 289
5250 13376 25.339399 36524.0 289
5286 11526 8.002946 36524.0 289
5286 13197 6.767857 36524.0 289
5315 7874 17.482195 36524.0 289
5430 11221 13.152067 36524.0 289
5465 14280 8.864689 36524.0 289
5470 5540 88.544235 36524.0 289
5492 15971 6.032139 36524.0 289
9120 17103 55.405361 36524.0 289
12126 12202 2.789795 36524.0 289
5685 13613 7.680305 36524.0 289
15365 17134 1.09668 36524.0 289
5722 8910 94.864395 36524.0 289
6039 17547 14.464851 36524.0 289
6146 6147 21.323242 36524.0 289
6348 6473 18.749775 36524.0 289
5832 13466 3.864248 36524.0 289
5880 12097 17.197353 36524.0 289
5881 6663 23.712891 36524.0 289
7935 9660 20.384001 36524.0 289
5935 10005 8.462276 36524.0 289
9879 15181 12.868071 36524.0 289
6026 8450 9.641113 36524.0 289
12420 12820 13.683838 36524.0 289
6084 15417 4.17334 36524.0 289
6096 9953 19.089592 36524.0 289
6142 11364 19.515751 36524.0 289
6155 8337 6.503418 36524.0 289
8337 8624 6.904785 36524.0 289
14162 14332 5.537598 36524.0 289
6220 11858 27.049686 36524.0 289
6270 8765 73.944527 36524.0 289
6283 6321 8.044825 36524.0 289
6290 13060 16.040808 36524.0 289
9380 13295 5.614975 36524.0 289
6469 18154 17.352522 36524.0 289
6531 10915 12.780277 36524.0 289
10157 10419 15.488255 36524.0 289
6628 9725 208.546371 36524.0 289
9215 10760 58.348572 36524.0 289
7218 9517 54.476933 36524.0 289
6838 7079 7.610569 36524.0 289
6790 11256 5.350393 36524.0 289
6824 11087 4.559314 36524.0 289
6854 9261 0.799549 36524.0 289
6855 9058 16.625109 36524.0 289
6991 13807 6.626365 36524.0 289
15428 18023 12.782347 36524.0 289
7225 10482 26.029297 36524.0 289
7227 8213 29.292603 36524.0 289
8213 14682 162.018097 36524.0 289
7254 7991 34.398693 36524.0 289
7275 7544 7.337158 36524.0 289
11653 11742 41.217064 36524.0 289
7323 7373 89.871666 36524.0 289
7349 8820 27.660553 36524.0 289
7363 14335 0.871515 36524.0 289
7366 7612 6.974365 36524.0 289
7567 7615 22.888483 36524.0 289
7623 11312 107.44944 36524.0 289
7652 7877 6.974365 36524.0 289
7686 11009 96.245209 36524.0 289
7760 17172 18.052217 36524.0 289
7762 9953 34.637222 36524.0 289
8985 12769 8.443534 36524.0 289
8985 16221 8.009467 36524.0 289
7786 17385 78.807617 36524.0 289
7803 16549 11.933961 36524.0 289
8130 8220 6.700664 36524.0 289
8315 8373 10.752257 36524.0 289
14392 15186 0.881055 36524.0 289
10859 13938 20.9214 36524.0 289
15443 15555 2.789551 36524.0 289
8114 8115 54.830566 36524.0 289
8466 8752 29.766869 36524.0 289
8219 8333 12.992176 36524.0 289
8520 8882 9.76416 36524.0 289
8831 8832 9.138184 36524.0 289
8802 9041 25.347521 36524.0 289
8487 9359 21.161905 36524.0 289
8504 13092 56.503399 36524.0 289
8507 8508 1.522949 36524.0 289
8576 8816 6.179199 36524.0 289
8586 8938 9.868466 36524.0 289
8741 10544 86.474182 36524.0 289
8751 13060 29.808451 36524.0 289
8758 13128 44.367474 36524.0 289
8789 9501 20.683105 36524.0 256
9501 14520 8.919021 36524.0 256
8813 14505 10.933022 36524.0 256
9098 17435 17.462429 36524.0 256
9564 9565 10.661499 36524.0 256
9564 9634 13.779884 36524.0 256
9196 11387 8.182055 36524.0 256
11387 14235 1.151999 36524.0 256
10454 10455 22.845703 36524.0 256
9328 10171 25.292017 36524.0 256
9434 15032 8.419273 36524.0 256
9457 9779 9.76416 36524.0 256
9756 9836 3.178202 36524.0 256
9505 10220 6.731934 36524.0 256
9539 9825 8.369629 36524.0 256
9825 9911 16.98455 36524.0 256
9622 15741 53.570385 36524.0 256
9663 18125 5.60498 36524.0 256
9686 13211 23.705215 36524.0 256
15179 17936 15.273148 36524.0 256
9763 15820 11.027501 36524.0 256
9875 9876 38.07666 36524.0 256
9888 17205 11.555243 36524.0 256
9980 16801 16.869123 36524.0 256
10033 10443 20.12962 36524.0 256
10071 15631 14.523345 36524.0 256
10100 15491 24.151236 36524.0 256
10100 17970 19.775686 36524.0 256
10608 16919 31.36038 36524.0 256
10247 10443 35.472088 36524.0 256
10259 15922 6.351334 36524.0 256
10288 12695 3.269748 36524.0 256
10554 13092 34.131191 36524.0 256
10991 17955 16.769043 36524.0 256
12861 15956 1.80454 36524.0 256
12300 14774 0.595477 36524.0 256
11165 11267 2.622437 36524.0 256
11568 11569 15.230713 36524.0 256
11329 18110 15.43127 36524.0 256
15802 15982 5.57959 36524.0 256
11809 11810 12.184326 36524.0 256
11657 11704 6.249907 36524.0 256
12656 12657 4.568848 36524.0 256
11814 16896 5.95496 36524.0 256
11839 16550 5.806749 36524.0 256
11869 17287 5.45975 36524.0 256
13643 15563 64.682266 36524.0 256
11940 12632 7.496223 36524.0 256
11948 12648 1.381156 36524.0 256
12005 12135 20.237644 36524.0 256
12136 15743 13.548503 36524.0 256
12479 12730 14.782096 36524.0 256
12225 12226 10.661621 36524.0 256
12660 16449 20.820551 36524.0 256
12673 13970 5.432868 36524.0 256
12753 17146 7.68028 36524.0 256
12786 17413 138.859726 36524.0 256
12834 12959 17.268585 36524.0 256
12845 12982 15.795102 36524.0 256
12918 17289 13.264438 36524.0 256
13016 17774 23.407055 36524.0 256
13040 13992 65.234955 36524.0 256
13047 13124 6.700664 36524.0 256
13129 14398 11.82796 36524.0 256
13152 17100 43.641911 36524.0 256
13586 13720 4.366211 36524.0 256
14071 14337 8.369141 36524.0 256
13944 15071 18.591396 36524.0 256
14297 14623 10.780223 36524.0 256
14485 14487 9.138184 36524.0 256
14325 17107 9.083318 36524.0 256
14401 14455 10.752468 36524.0 256
14609 14865 6.974609 36524.0 256
